term	Df	SumOfSqs	F	parOmegaSq	Pr(>F)	R2	test_var	ref_level	test_level	n	outcome_subset	dataset
age_invitation	2	0.7079832079212736	1.152533365722529	6.99205108321222e-4	0.122	0.00525366001949742	Nasj_cat2	Native	Non-native	436	negative	metaphlan
senter	1	0.574700387548404	1.871121700436876	0.00199400156514397	0.001	0.00426462155524523	Nasj_cat2	Native	Non-native	436	negative	metaphlan
Total_Reads_QC_ATLAS	1	0.5025328233158746	1.6361570154830405	0.00145694992332135	0.005	0.00372909494575661	Nasj_cat2	Native	Non-native	436	negative	metaphlan
Nasj_cat2	1	0.2664971870980537	0.8717204352885951	-3.1450958299953356e-4	0.766	0.00212934955266563	Nasj_cat2	Native	Missing	408	negative	metaphlan
kjonn	1	0.5873988633559009	1.9213996156148228	0.00225324381771395	0.002	0.00469339853280696	Nasj_cat2	Native	Missing	408	negative	metaphlan
age_invitation	2	0.6998140506402422	1.1445565626565708	7.081088278354521e-4	0.15	0.00559161149844199	Nasj_cat2	Native	Missing	408	negative	metaphlan
senter	1	0.5462030974540824	1.7866470076228769	0.0019243461433519	0.002	0.00436423863941387	Nasj_cat2	Native	Missing	408	negative	metaphlan
Total_Reads_QC_ATLAS	1	0.4385841472415706	1.434622135818001	0.00106411678213086	0.018	0.00350434827438333	Nasj_cat2	Native	Missing	408	negative	metaphlan
Nasj_cat2	1	0.34239369635966455	1.1689595050051638	3.05439237148004e-4	0.157	0.00210703183573254	Nasj_cat2	Native	Non-native	553	positive	metaphlan
kjonn	1	0.4306035577405396	1.470115037343139	8.49395522125743e-4	0.016	0.00264986012997725	Nasj_cat2	Native	Non-native	553	positive	metaphlan
age_invitation	2	0.9186589418725076	1.568187605930413	0.00205071398069899	0.001	0.00565326890443819	Nasj_cat2	Native	Non-native	553	positive	metaphlan
senter	1	0.5324541236031166	1.817841027398018	0.00147673290170794	0.002	0.00327663097021607	Nasj_cat2	Native	Non-native	553	positive	metaphlan
Total_Reads_QC_ATLAS	1	0.3387993679749002	1.1566881799949436	2.8326183763678506e-4	0.166	0.00208491295791646	Nasj_cat2	Native	Non-native	553	positive	metaphlan
Nasj_cat2	1	0.23411327073682744	0.803401349249224	-3.662395772020585e-4	0.871	0.00149261226922211	Nasj_cat2	Native	Missing	537	positive	metaphlan
kjonn	1	0.4323719746812458	1.483761372190428	9.000483492848047e-4	0.01	0.00275663020829985	Nasj_cat2	Native	Missing	537	positive	metaphlan
age_invitation	2	0.903041720659246	1.5494741808582424	0.00204227933368447	0.002	0.00575743163825444	Nasj_cat2	Native	Missing	537	positive	metaphlan
senter	1	0.5439073181005654	1.8665147509717064	0.00161102193054887	0.002	0.00346773480102804	Nasj_cat2	Native	Missing	537	positive	metaphlan
Total_Reads_QC_ATLAS	1	0.30254893112939385	1.038250496087873	7.122490074503853e-5	0.355	0.0019289305780167	Nasj_cat2	Native	Missing	537	positive	metaphlan
wcrf_index_main	1	0.5355541777550172	1.82071669237748	0.00121619960987595	0.002	0.00268979983143754	wcrf_index_main	low	mid	674	all	metaphlan
kjonn	1	0.537259919607493	1.826515681149649	0.00122478246177891	0.005	0.00269836685292264	wcrf_index_main	low	mid	674	all	metaphlan
age_invitation	2	0.8184052354078517	1.391160908764134	0.00115936916577939	0.007	0.00411040816351285	wcrf_index_main	low	mid	674	all	metaphlan
senter	1	0.5570150307899553	1.893676880116405	0.00132417432661048	0.002	0.00279758612323319	wcrf_index_main	low	mid	674	all	metaphlan
Total_Reads_QC_ATLAS	1	0.36836908801834056	1.2523396798477848	3.742511000667822e-4	0.093	0.00185011928207155	wcrf_index_main	low	mid	674	all	metaphlan
wcrf_index_main	1	1.277325693121412	4.267636511883069	0.00528514888846242	0.001	0.00687942445018076	wcrf_index_main	low	high	615	all	metaphlan
kjonn	1	0.6770049399740685	2.261921932767319	0.00204770388670061	0.001	0.00364621518382631	wcrf_index_main	low	high	615	all	metaphlan
age_invitation	2	0.7530877757020562	1.2580600646907267	8.385160233869503e-4	0.032	0.00405598234279354	wcrf_index_main	low	high	615	all	metaphlan
senter	1	0.3959772916876147	1.322988457041872	5.249088090334221e-4	0.047	0.00213265565456155	wcrf_index_main	low	high	615	all	metaphlan
Total_Reads_QC_ATLAS	1	0.479515790587385	1.6020965576402024	9.780612525640202e-4	0.008	0.00258257754602377	wcrf_index_main	low	high	615	all	metaphlan
wcrf_index_main	1	0.36417550358818573	1.2132826168576138	7.693809432371112e-4	0.115	0.00436496810671633	wcrf_index_main	low	mid	277	negative	metaphlan
kjonn	1	0.3875879139046532	1.2912831143535397	0.00105045896532353	0.069	0.00464558671869277	wcrf_index_main	low	mid	277	negative	metaphlan
age_invitation	2	0.5977447691856241	0.9957195509099748	-3.0906724799186156e-5	0.462	0.00716450400354827	wcrf_index_main	low	mid	277	negative	metaphlan
senter	1	0.48006687643093926	1.5993848854848849	0.00215917223927618	0.004	0.00575402953813601	wcrf_index_main	low	mid	277	negative	metaphlan
Total_Reads_QC_ATLAS	1	0.5095579943326811	1.6976371302112172	0.00251221845969146	0.002	0.00610750688025313	wcrf_index_main	low	mid	277	negative	metaphlan
wcrf_index_main	1	0.6777257651043982	2.19573489798268	0.00439292297666175	0.002	0.00804200215411206	wcrf_index_main	low	high	271	negative	metaphlan
kjonn	1	0.5455029795513155	1.767351915519764	0.00282356180796249	0.001	0.00647302546620822	wcrf_index_main	low	high	271	negative	metaphlan
age_invitation	2	0.7585362734444203	1.2287747144533323	0.00168552847349156	0.053	0.00900091255062803	wcrf_index_main	low	high	271	negative	metaphlan
senter	1	0.3441444512659473	1.1149789789611118	4.240967407781413e-4	0.206	0.00408367301482205	wcrf_index_main	low	high	271	negative	metaphlan
Total_Reads_QC_ATLAS	1	0.376383349184593	1.2194284139351046	8.090438624485741e-4	0.115	0.00446622492572366	wcrf_index_main	low	high	271	negative	metaphlan
wcrf_index_main	1	0.4560485151432516	1.5765442786742363	0.00145014661194428	0.01	0.0039602677671938	wcrf_index_main	low	mid	397	positive	metaphlan
kjonn	1	0.39050116174095706	1.3499492968746232	8.807080446187831e-4	0.041	0.00339106282016655	wcrf_index_main	low	mid	397	positive	metaphlan
age_invitation	2	0.7894751653096108	1.3645944605622748	0.0018333804544306601	0.015	0.0068557027297711	wcrf_index_main	low	mid	397	positive	metaphlan
senter	1	0.3737461000705622	1.2920276158732111	7.350452452460528e-4	0.063	0.00324556397855807	wcrf_index_main	low	mid	397	positive	metaphlan
Total_Reads_QC_ATLAS	1	0.2725590298323368	0.9422273394491714	-1.4554425448271545e-4	0.599	0.00236686822708667	wcrf_index_main	low	mid	397	positive	metaphlan
wcrf_index_main	1	0.8162797287219234	2.801130811478171	0.0052085740935882	0.001	0.00809517287156012	wcrf_index_main	low	high	344	positive	metaphlan
kjonn	1	0.40160221959514786	1.378130941738989	0.00109801090070658	0.039	0.00398275159707228	wcrf_index_main	low	high	344	positive	metaphlan
age_invitation	2	0.6684117448188545	1.1468548509084713	8.53078907748028e-4	0.119	0.00662874310521198	wcrf_index_main	low	high	344	positive	metaphlan
senter	1	0.3208323987961137	1.100962679785471	2.934100474442005e-4	0.262	0.0031817447373321	wcrf_index_main	low	high	344	positive	metaphlan
Total_Reads_QC_ATLAS	1	0.3343282031041923	1.1472746387167911	4.279407380790647e-4	0.209	0.00331558472510896	wcrf_index_main	low	high	344	positive	metaphlan
first_round	1	0.42117000036677155	1.4090912413835976	3.9548302972922583e-4	0.033	0.00135635406591473	first_round	No	Yes	1034	all	metaphlan
kjonn	1	0.8051479350525597	2.6937505100378956	0.00163537774482446	0.001	0.00259293319661984	first_round	No	Yes	1034	all	metaphlan
age_invitation	2	0.9702372089832352	1.6230414702521228	0.00120365868660413	0.001	0.00312459382710109	first_round	No	Yes	1034	all	metaphlan
senter	1	0.7867814371373356	2.6323024692831054	0.00157614093862384	0.001	0.00253378493320546	first_round	No	Yes	1034	all	metaphlan
Total_Reads_QC_ATLAS	1	0.5449353137595949	1.82316778752186	7.954671031204429e-4	0.004	0.00175493322846995	first_round	No	Yes	1034	all	metaphlan
first_round	1	0.4289282662156779	1.3951789138471893	8.774048487823183e-4	0.039	0.00308491966474391	first_round	No	Yes	450	negative	metaphlan
kjonn	1	0.5844892500659284	1.9011735557952227	0.00199860547864311	0.002	0.00420373876794855	first_round	No	Yes	450	negative	metaphlan
age_invitation	2	0.755670250430029	1.2289877845115835	0.00101668877866941	0.047	0.00543489949072595	first_round	No	Yes	450	negative	metaphlan
senter	1	0.5714793536475327	1.8588561461397	0.00190493351618075	0.002	0.00411016954330527	first_round	No	Yes	450	negative	metaphlan
Total_Reads_QC_ATLAS	1	0.5130471858813621	1.6687932969901171	0.00148400179230822	0.004	0.00368991618722349	first_round	No	Yes	450	negative	metaphlan
first_round	1	0.4508731436433493	1.54776859411218	9.37080977025386e-4	0.01	0.00263969359226171	first_round	No	Yes	584	positive	metaphlan
kjonn	1	0.45050145521480545	1.5464926527867633	9.349002340372828e-4	0.009	0.00263751749555473	first_round	No	Yes	584	positive	metaphlan
age_invitation	2	0.926994050505158	1.591104170351362	0.00202023971995816	0.002	0.00542720339342015	first_round	No	Yes	584	positive	metaphlan
senter	1	0.5198185680723668	1.7844461699302223	0.00134142789718157	0.002	0.00304334326101422	first_round	No	Yes	584	positive	metaphlan
Total_Reads_QC_ATLAS	1	0.349404326173385	1.199443901954551	3.4139693907004725e-4	0.145	0.00204563162368788	first_round	No	Yes	584	positive	metaphlan
Tarmkreft_Familie	1	0.2067306324760807	0.6906612533366583	-3.352572640576545e-4	0.978	7.455586109379451e-4	Tarmkreft_Familie	No	Yes	923	all	metaphlan
kjonn	1	0.7543257575272833	2.5201082533242714	0.00164421329482619	0.001	0.00272041959742867	Tarmkreft_Familie	No	Yes	923	all	metaphlan
age_invitation	2	0.857353501882244	1.4321555472217598	9.355390007647602e-4	0.003	0.00309198147507272	Tarmkreft_Familie	No	Yes	923	all	metaphlan
senter	1	0.6924148105090353	2.3132715027627406	0.00142080779671983	0.002	0.00249714238346224	Tarmkreft_Familie	No	Yes	923	all	metaphlan
Total_Reads_QC_ATLAS	1	0.5620374790547658	1.8776971030215055	9.50014385858298e-4	0.001	0.00202694625929526	Tarmkreft_Familie	No	Yes	923	all	metaphlan
Tarmkreft_Familie	1	0.3127496449015723	1.0447440240718258	5.3905556771441065e-5	0.37	0.0012534177538446301	Tarmkreft_Familie	No	Unknown	830	all	metaphlan
kjonn	1	0.7126035562837387	2.3804609184898364	0.00166044426514995	0.001	0.0028559263406357	Tarmkreft_Familie	No	Unknown	830	all	metaphlan
age_invitation	2	0.9535558770319597	1.592682550385048	0.00142611401805226	0.003	0.00382159943276962	Tarmkreft_Familie	No	Unknown	830	all	metaphlan
senter	1	0.6309628787314239	2.1077392339590704	0.00133284673173671	0.001	0.00252873212523641	Tarmkreft_Familie	No	Unknown	830	all	metaphlan
Total_Reads_QC_ATLAS	1	0.48993716160129003	1.6366410964743092	7.664495700959169e-4	0.003	0.00196353839766171	Tarmkreft_Familie	No	Unknown	830	all	metaphlan
Tarmkreft_Familie	1	0.25228182601941285	0.8196378311188642	-4.5337673591091697e-4	0.859	0.00205095000960185	Tarmkreft_Familie	No	Yes	398	negative	metaphlan
kjonn	1	0.5888461133879304	1.913100752659517	0.00228897158538213	0.001	0.00478708260901067	Tarmkreft_Familie	No	Yes	398	negative	metaphlan
age_invitation	2	0.7384141804620583	1.1995160469758988	0.00100158901454784	0.074	0.00600301097548051	Tarmkreft_Familie	No	Yes	398	negative	metaphlan
senter	1	0.5617418104465202	1.825041646589876	0.0020686806505018	0.001	0.00456673550254229	Tarmkreft_Familie	No	Yes	398	negative	metaphlan
Total_Reads_QC_ATLAS	1	0.5111790043741848	1.6607682648789652	0.00165747000326838	0.002	0.00415568017907411	Tarmkreft_Familie	No	Yes	398	negative	metaphlan
Tarmkreft_Familie	1	0.27408502877079854	0.8906094143836679	-2.9179334683045546e-4	0.725	0.0023666514247091	Tarmkreft_Familie	No	Unknown	375	negative	metaphlan
kjonn	1	0.5807523441488769	1.8870914162805212	0.00235999436144004	0.001	0.00501464224020954	Tarmkreft_Familie	No	Unknown	375	negative	metaphlan
age_invitation	2	0.7054523850614487	1.1461453008813096	7.788345486499225e-4	0.126	0.00609139397236567	Tarmkreft_Familie	No	Unknown	375	negative	metaphlan
senter	1	0.5216948455744159	1.6951905143733654	0.00185041100319001	0.004	0.00450469642606627	Tarmkreft_Familie	No	Unknown	375	negative	metaphlan
Total_Reads_QC_ATLAS	1	0.4545895790005119	1.4771392678916675	0.00127075450937438	0.022	0.00392526027278618	Tarmkreft_Familie	No	Unknown	375	negative	metaphlan
Tarmkreft_Familie	1	0.2267189285554423	0.7759671280380045	-4.269114555456284e-4	0.929	0.00147572598753094	Tarmkreft_Familie	No	Yes	525	positive	metaphlan
kjonn	1	0.4116700991835103	1.408980126176063	7.784033803111762e-4	0.021	0.00267958333927104	Tarmkreft_Familie	No	Yes	525	positive	metaphlan
age_invitation	2	0.8500772451227476	1.4547351707933145	0.00172932870175529	0.004	0.0055331995878305	Tarmkreft_Familie	No	Yes	525	positive	metaphlan
senter	1	0.4364789331380621	1.4938907234356018	9.398600671754214e-4	0.017	0.00284106540528265	Tarmkreft_Familie	No	Yes	525	positive	metaphlan
Total_Reads_QC_ATLAS	1	0.35400998857886634	1.2116329054860278	4.02947863731175e-4	0.122	0.00230427050498172	Tarmkreft_Familie	No	Yes	525	positive	metaphlan
Tarmkreft_Familie	1	0.3693870925617944	1.266530921016041	5.854393040420565e-4	0.065	0.00277461730612346	Tarmkreft_Familie	No	Unknown	455	positive	metaphlan
kjonn	1	0.3661865577407468	1.2555571311996925	5.613487352248697e-4	0.074	0.00275057678201705	Tarmkreft_Familie	No	Unknown	455	positive	metaphlan
age_invitation	2	1.0105200819571962	1.73240342702601	0.00320902473105746	0.001	0.00759042902159526	Tarmkreft_Familie	No	Unknown	455	positive	metaphlan
senter	1	0.39716452259276025	1.3617724027813858	7.94472493535068e-4	0.04	0.00298326492710296	Tarmkreft_Familie	No	Unknown	455	positive	metaphlan
Total_Reads_QC_ATLAS	1	0.30326609305737406	1.039819451971342	8.750762080404004e-5	0.4	0.00227795547570919	Tarmkreft_Familie	No	Unknown	455	positive	metaphlan
Energi_kcal	1	0.2912086866602692	0.9668837664984646	-5.2568213274223744e-5	0.544	0.00153243292080446	Energi_kcal	low	mid	630	all	metaphlan
kjonn	1	0.468976482110861	1.557116144517864	8.835300248838649e-4	0.011	0.00246790371713112	Energi_kcal	low	mid	630	all	metaphlan
age_invitation	2	0.7141429669932222	1.1855642935376112	5.88746169113228e-4	0.07	0.00375804789799459	Energi_kcal	low	mid	630	all	metaphlan
senter	1	0.4368327290768548	1.4503910555126234	7.14395711228872e-4	0.02	0.00229875304407793	Energi_kcal	low	mid	630	all	metaphlan
Total_Reads_QC_ATLAS	1	0.43612780936035733	1.448050550363609	7.106859161075577e-4	0.011	0.0022950435318636	Energi_kcal	low	mid	630	all	metaphlan
Energi_kcal	1	0.4583839236304641	1.5285273811466331	8.382291334887455e-4	0.015	0.00241456597562187	Energi_kcal	low	high	630	all	metaphlan
kjonn	1	0.45788564221541606	1.5268658115601932	8.355961341663954e-4	0.005	0.00241194124711584	Energi_kcal	low	high	630	all	metaphlan
age_invitation	2	0.979997716040316	1.6339505654613586	0.00200849928952709	0.001	0.00516219923813409	Energi_kcal	low	high	630	all	metaphlan
senter	1	0.4940443604000677	1.647440700781137	0.00102662860260194	0.003	0.00260240955577569	Energi_kcal	low	high	630	all	metaphlan
Total_Reads_QC_ATLAS	1	0.44502800126011266	1.483990712229752	7.676494873137209e-4	0.017	0.00234421281953149	Energi_kcal	low	high	630	all	metaphlan
Energi_kcal	1	0.2228436404641911	0.7201455596466081	-0.00102241082687283	0.962	0.00262288380380904	Energi_kcal	low	mid	274	negative	metaphlan
kjonn	1	0.460181410972055	1.4871306134342603	0.00177469381659388	0.017	0.00541636443893292	Energi_kcal	low	mid	274	negative	metaphlan
age_invitation	2	0.771457598814365	1.2465282004111595	0.00179624361828062	0.04	0.00908010494282319	Energi_kcal	low	mid	274	negative	metaphlan
senter	1	0.383640675003889	1.239780179629013	8.743449964551294e-4	0.103	0.00451547511454232	Energi_kcal	low	mid	274	negative	metaphlan
Total_Reads_QC_ATLAS	1	0.47899249091938145	1.5479208413627137	0.0019957202359558498	0.014	0.00563777204483643	Energi_kcal	low	mid	274	negative	metaphlan
Energi_kcal	1	0.3839378675461376	1.2584308698785778	9.0914056300014e-4	0.096	0.00442293123957668	Energi_kcal	low	high	284	negative	metaphlan
kjonn	1	0.37970237753030744	1.2445482293902894	8.603444847530891e-4	0.095	0.00437413875858058	Energi_kcal	low	high	284	negative	metaphlan
age_invitation	2	0.6518103760579095	1.0682175006348755	4.8017425596664994e-4	0.261	0.00750879951741232	Energi_kcal	low	high	284	negative	metaphlan
senter	1	0.3973598333071635	1.3024239673974063	0.00106374037610065	0.05	0.00457755113169721	Energi_kcal	low	high	284	negative	metaphlan
Total_Reads_QC_ATLAS	1	0.4191510748596557	1.3738489905083178	0.00131463913378615	0.037	0.0048285843617031	Energi_kcal	low	high	284	negative	metaphlan
Energi_kcal	1	0.2941523735083109	1.001116530259526	3.136311117246593e-6	0.441	0.0028172961448465	Energi_kcal	low	mid	356	positive	metaphlan
kjonn	1	0.3037372474694564	1.0337376362819315	9.475966099706376e-5	0.401	0.00290909696269308	Energi_kcal	low	mid	356	positive	metaphlan
age_invitation	2	0.6561162580116786	1.1165111874389777	6.541290678906693e-4	0.175	0.00628406897493618	Energi_kcal	low	mid	356	positive	metaphlan
senter	1	0.3250027626361174	1.1061125707552293	2.979802003093827e-4	0.243	0.00311277117814358	Energi_kcal	low	mid	356	positive	metaphlan
Total_Reads_QC_ATLAS	1	0.28269303466622375	0.9621158810251442	-1.0642739012012729e-4	0.542	0.00270754230959013	Energi_kcal	low	mid	356	positive	metaphlan
Energi_kcal	1	0.3233703927384255	1.0929486152865056	2.685654696473643e-4	0.259	0.00315165384457356	Energi_kcal	low	high	346	positive	metaphlan
kjonn	1	0.3584020354363986	1.2113508754740432	6.104677820053981e-4	0.106	0.00349308155060385	Energi_kcal	low	high	346	positive	metaphlan
age_invitation	2	0.8801386212012972	1.487375327029786	0.0028092841113716	0.004	0.00857806506580999	Energi_kcal	low	high	346	positive	metaphlan
senter	1	0.3544038040095643	1.197837388773706	5.714576100934401e-4	0.13	0.00345411372383045	Energi_kcal	low	high	346	positive	metaphlan
Total_Reads_QC_ATLAS	1	0.32999161300813284	1.1153274529531232	3.3320527525265226e-4	0.233	0.00321618601816582	Energi_kcal	low	high	346	positive	metaphlan
ROKJOT_nonproc	1	0.42535310995017994	1.3989846578816711	6.329081543464107e-4	0.023	0.0022119632094683	ROKJOT_nonproc	low	mid	630	all	metaphlan
kjonn	1	0.5518026669464859	1.814876739297241	0.00129178427672689	0.002	0.00286953867179924	ROKJOT_nonproc	low	mid	630	all	metaphlan
